식품명,식품대분류명,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),포화지방산(g),채소_보너스,Nutri_Score,최종점수
닭날개구이,구이류,171.5,16.39,9.76,3.07,1.42,0.15,212.75,2.83,0,B,-3.0
닭다리구이,구이류,149.5,14.31,9.21,1.4,0.46,0.05,189.0,2.8,0,B,-3.0
닭다리조림,조림류,180.5,14.0,8.86,9.16,3.22,1.65,154.5,2.66,0,A,-5.0
닭다리튀김,튀김류,323.0,18.86,19.6,17.88,3.71,2.1,410.0,4.78,0,C,-1.0
닭도리탕,조림류,97.0,8.0,4.08,7.16,2.18,1.2,221.5,1.09,0,A,-5.0
닭모래집볶음,볶음류,124.0,18.15,4.04,3.32,2.04,0.85,261.5,0.86,1,A,-5.0
닭모래집튀김,튀김류,312.0,18.73,17.73,19.4,1.2,1.3,215.0,2.73,0,B,-4.0
닭발구이,구이류,215.5,17.58,9.41,13.35,3.16,3.0,728.5,2.34,0,C,0.0
닭발볶음,볶음류,186.0,13.8,9.38,11.72,6.37,2.6,974.0,2.2,1,C,2.0
닭백숙,국 및 탕류,79.0,7.16,1.4,8.64,0.36,0.25,284.0,0.34,0,B,-2.0
닭볶음,볶음류,137.0,14.7,3.01,12.63,3.65,1.5,270.0,0.48,1,A,-5.0
닭볶음(닭갈비),볶음류,151.57,12.49,5.62,12.71,3.99,1.69,350.79,1.54,1,A,-5.0
닭볶음탕,조림류,109.0,9.28,3.72,9.57,2.36,1.45,367.5,1.14,0,B,-3.0
닭조림,조림류,119.0,10.48,5.17,7.43,2.18,1.0,220.0,1.38,0,A,-5.0
닭죽,죽 및 스프류,111.5,6.24,2.25,15.44,0.8,0.8,155.0,0.6,0,B,-3.0
닭찜,찜류,110.58,9.42,4.22,8.46,2.47,1.01,250.17,1.04,0,A,-5.0
닭튀김,튀김류,250.0,20.88,11.67,12.47,2.84,0.7,386.5,2.6,0,C,-1.0
닭튀김 샐러드,생채·무침류,79.0,3.8,5.3,3.98,1.0,0.8,102.0,0.91,5,A,-7.0
당근볶음,볶음류,95.0,0.93,6.63,7.79,4.5,3.0,216.0,1.1,1,B,-3.0
대구 매운탕,찌개 및 전골류,43.4,7.08,0.65,2.52,0.84,1.06,293.8,0.1,0,B,-3.0
대구볼찜,찜류,45.0,4.23,1.23,5.37,1.09,1.8,143.0,0.21,0,B,-4.0
대구지리,찌개 및 전골류,19.0,3.4,0.26,1.04,0.14,0.6,179.0,0.04,0,B,-2.0
대구찜,찜류,63.0,8.98,1.31,3.86,1.06,1.5,240.0,0.19,0,A,-5.0
대구탕,찌개 및 전골류,45.0,4.7,0.89,5.03,1.34,1.1,285.0,0.16,0,C,-1.0
대구튀김,튀김류,285.0,27.0,12.5,13.28,0.02,0.4,1367.0,2.1,0,D,6.0
대구포,수·조·어·육류,141.0,31.97,0.4,2.33,1.18,1.2,3876.0,0.17,0,D,4.0
대창구이,구이류,595.0,9.11,60.25,4.05,1.13,0.3,126.0,25.6,0,E,15.0
대합 미역국,국 및 탕류,7.0,0.75,0.23,0.62,0.04,0.2,99.5,0.03,0,C,0.0
대합죽,죽 및 스프류,121.0,2.85,3.19,19.18,0.14,0.4,211.0,0.49,0,C,0.0
더덕구이,구이류,151.0,2.89,3.56,28.33,9.87,7.0,543.67,0.53,0,C,0.0
더덕무침,생채·무침류,107.75,2.19,2.01,21.23,7.72,5.55,772.75,0.3,5,B,-4.0
더덕장아찌,장아찌·절임류,129.5,3.24,2.98,23.2,10.1,5.65,2699.5,0.5,0,D,4.0
덮밥,밥류,135.5,6.3,3.34,18.73,0.63,2.1,241.5,0.73,0,B,-4.0
도가니탕,국 및 탕류,40.0,8.35,0.33,0.82,0.16,1.3,150.0,0.13,0,A,-6.0
도넛,빵 및 과자류,399.31,5.8,18.69,52.25,15.77,2.67,382.94,7.01,0,E,9.0
도다리구이,구이류,153.0,23.7,5.5,0.71,0.23,0.0,1039.0,0.84,0,D,5.0
도라지나물,나물·숙채류,39.0,0.75,2.09,5.06,0.45,1.6,333.0,0.31,5,B,-4.0
도라지나물무침,나물·숙채류,130.0,2.48,7.52,13.12,0.9,4.9,411.0,1.0,5,A,-8.0
도라지생채,생채·무침류,77.5,2.0,0.87,13.49,5.16,2.65,371.5,0.16,5,A,-5.0
도라지튀김,튀김류,170.0,5.45,8.24,17.98,1.01,2.95,466.0,1.58,0,B,-2.0
도루묵조림,조림류,102.0,11.25,3.08,5.62,1.62,0.8,255.0,0.66,0,B,-4.0
도루묵찌개,찌개 및 전골류,63.0,6.8,2.31,4.04,1.3,1.4,62.0,0.45,0,A,-5.0
도미 매운탕,찌개 및 전골류,47.0,5.9,1.13,3.37,1.08,1.0,351.0,0.23,0,B,-2.0
도미찜,찜류,52.0,7.9,0.91,3.22,0.92,1.3,85.0,0.15,0,A,-5.0
도미튀김,튀김류,301.0,25.9,12.22,18.9,0.02,0.7,1720.0,2.3,0,D,6.0
도토리묵무침,생채·무침류,57.71,0.91,0.93,11.71,0.81,1.97,236.71,0.14,5,A,-6.0
돈가스,튀김류,280.0,13.85,17.97,15.89,1.43,0.5,287.0,3.75,0,C,-1.0
돌나물,생채·무침류,36.67,0.92,0.78,7.46,3.6,1.17,191.0,0.13,5,A,-5.0
돌나물무침,생채·무침류,42.5,1.3,0.78,8.5,4.35,1.25,188.5,0.13,5,A,-5.0
돌솥 비빔밥,밥류,96.0,3.2,1.88,16.3,1.11,1.13,100.67,0.44,0,B,-3.0
동치미,김치류,12.5,0.39,0.22,2.18,1.32,0.9,442.0,0.01,5,B,-3.0
동태 매운탕,찌개 및 전골류,25.0,3.3,0.5,1.98,0.54,0.8,184.0,0.08,0,C,-1.0
동태국,국 및 탕류,21.0,3.4,0.18,1.4,0.39,0.8,224.0,0.02,0,C,-1.0
동태까스,튀김류,273.0,11.6,15.64,19.42,2.61,1.3,385.0,2.52,0,B,-2.0
동태양념구이,구이류,130.0,21.7,3.56,1.59,0.29,0.6,641.0,0.47,0,C,1.0
동태전,전·적 및 부침류,195.0,16.48,11.63,6.11,0.03,0.2,387.0,1.6,0,B,-2.0
동태조림,조림류,110.0,16.32,1.88,4.86,1.86,1.7,557.0,0.33,0,C,-1.0
동태찌개,찌개 및 전골류,25.0,3.25,0.51,2.61,0.99,0.9,207.0,0.08,0,B,-2.0
동태찜,찜류,64.5,8.89,1.48,3.96,1.0,1.5,301.5,0.23,0,B,-4.0
동태튀김,튀김류,146.5,10.7,7.18,8.3,0.02,0.3,819.0,1.16,0,C,3.0
동파육,찜류,191.0,8.99,15.41,4.15,0.74,1.6,299.0,4.4,0,C,-1.0
돼지갈비강정,튀김류,313.0,19.4,15.7,20.55,3.82,0.75,520.5,4.64,0,C,2.0
돼지갈비구이,구이류,173.5,12.36,9.39,6.65,3.15,0.24,247.75,3.31,0,B,-2.0
돼지갈비전골,찌개 및 전골류,227.0,16.6,15.14,5.07,3.24,0.6,332.0,3.99,0,C,-1.0
돼지갈비찜,찜류,137.93,10.1,7.45,7.19,2.48,0.9,267.47,2.09,0,B,-4.0
돼지고기,찜류,164.0,21.2,4.44,1.56,0.05,0.0,85.0,1.83,0,A,-5.0
돼지고기 꼬치구이,구이류,176.33,27.17,5.49,2.8,1.73,0.3,118.0,1.88,0,A,-5.0
돼지고기 덮밥,밥류,166.5,7.96,2.92,26.04,1.97,1.25,142.0,0.91,0,A,-5.0
돼지고기 스테이크,구이류,147.0,17.72,4.6,7.28,3.28,1.85,487.25,1.37,0,B,-3.0
돼지고기 장조림,조림류,139.33,15.25,5.34,6.35,2.2,0.38,728.67,1.88,0,C,2.0
돼지고기 피망잡채,볶음류,93.0,9.6,3.72,5.1,2.08,0.9,267.0,1.02,1,A,-6.0
돼지고기강정,튀김류,175.0,14.68,8.61,8.32,1.92,0.1,504.5,1.87,0,C,-1.0
돼지고기볶음,볶음류,127.62,11.0,6.04,7.12,3.52,1.4,293.31,1.84,1,A,-5.0
돼지고기볶음(제육볶음),볶음류,195.0,12.15,14.19,4.73,0.38,3.6,501.0,4.18,1,B,-3.0
돼지고기찌개,찌개 및 전골류,56.0,4.21,3.14,2.85,0.66,0.75,204.5,1.17,0,C,-1.0
돼지고기찜,찜류,109.0,10.82,3.25,8.89,2.09,0.7,220.0,1.13,0,B,-4.0
돼지고기튀김,튀김류,222.0,20.9,11.67,6.24,0.02,0.2,513.0,2.72,0,C,0.0
돼지껍데기구이,구이류,348.0,23.74,26.64,3.37,3.42,0.0,475.0,9.08,0,D,7.0
돼지등갈비찜,찜류,214.0,16.02,10.93,12.76,5.36,1.8,532.0,3.58,0,C,-1.0
돼지등심 장조림,조림류,114.0,15.7,2.66,5.0,3.29,0.1,412.0,0.96,0,B,-2.0
돼지머리국밥,밥류,70.0,2.15,1.32,11.79,0.32,0.45,121.5,0.5,0,C,-1.0
돼지불고기,구이류,86.0,8.88,3.75,5.65,2.67,0.8,218.0,1.27,0,B,-4.0
돼지사태찜,찜류,102.0,9.52,3.19,8.5,2.98,1.15,238.25,1.14,0,A,-5.0
된장국,국 및 탕류,17.0,1.33,0.47,2.03,0.44,1.0,242.0,0.07,0,C,0.0
된장찌개,찌개 및 전골류,41.0,3.4,1.22,4.32,0.87,1.6,351.0,0.21,0,C,-1.0
두릅무침,생채·무침류,70.5,2.78,2.8,9.74,4.19,2.8,840.5,0.42,5,C,-1.0
두부 달걀찜,찜류,88.0,7.4,4.91,3.21,0.54,1.87,170.67,1.0,0,A,-6.0
두부 달걀탕,국 및 탕류,39.67,4.03,1.82,1.68,0.3,0.93,138.67,0.42,0,B,-3.0
두부 된장국,국 및 탕류,24.86,2.14,1.03,1.84,0.42,0.91,211.0,0.16,0,C,-1.0
두부 명란찌개,찌개 및 전골류,33.0,3.5,1.07,2.72,0.66,1.0,238.0,0.16,0,B,-2.0
두부 애호박찌개,찌개 및 전골류,27.0,2.0,0.62,3.6,0.88,1.0,61.0,0.11,0,B,-2.0
두부 청국장찌개,찌개 및 전골류,38.0,3.52,1.04,3.74,0.74,1.68,240.33,0.21,0,B,-2.0
두부 탕수,튀김류,119.67,4.4,4.66,14.76,3.22,1.77,323.67,0.7,0,C,-1.0
두부국,국 및 탕류,25.0,2.15,1.24,1.25,0.26,0.6,199.5,0.26,0,C,0.0
두부김치,볶음류,96.2,6.79,5.49,4.7,1.0,3.26,346.4,0.95,1,A,-6.0
두부냉채,생채·무침류,83.0,8.5,3.55,4.46,1.27,1.7,298.0,0.83,5,A,-9.0
두부볶음,볶음류,197.0,12.4,10.52,13.12,3.68,2.9,246.0,1.77,1,A,-8.0
두부부침,전·적 및 부침류,149.5,12.46,9.66,4.56,0.34,3.55,328.0,1.48,0,A,-6.0
두부전,전·적 및 부침류,158.8,10.71,9.72,6.24,0.02,2.64,218.2,1.51,0,A,-6.0
두부전골,찌개 및 전골류,52.0,4.46,2.49,3.14,0.57,1.55,219.5,0.37,0,B,-2.0
두부조림,조림류,149.71,11.71,7.77,7.99,2.21,3.26,393.71,1.23,0,A,-5.0
두부찌개,찌개 및 전골류,48.5,4.28,1.52,3.18,0.64,1.2,204.0,0.28,0,B,-2.0
두부튀김,튀김류,125.0,6.55,6.34,9.91,0.87,1.85,270.0,1.04,0,B,-4.0
두유 카페라떼,음료 및 차류,37.0,1.4,1.76,3.96,3.0,0.3,32.5,0.32,0,C,0.0
들깨국,국 및 탕류,14.67,0.63,0.76,1.59,0.4,0.63,145.0,0.07,0,C,0.0
들깨죽,죽 및 스프류,153.5,3.75,5.86,21.32,0.26,2.5,630.5,0.62,0,C,2.0
들깻잎장아찌,장아찌·절임류,124.0,4.03,0.42,26.0,16.41,4.4,1809.0,0.06,0,D,6.0
등심돈가스,튀김류,179.33,13.97,6.49,14.34,1.41,0.7,311.0,1.61,0,B,-3.0
딸기넥타,음료 및 차류,31.0,0.4,0.09,7.96,6.39,0.7,6.0,0.01,0,C,0.0
딸기바나나 스무디,음료 및 차류,54.0,1.1,0.68,11.75,9.34,0.9,11.0,0.4,0,C,0.0
땅콩조림,조림류,319.25,13.66,23.35,16.95,5.91,6.68,386.75,4.11,0,B,-4.0
땅콩죽,죽 및 스프류,136.33,3.73,3.33,22.61,0.44,1.1,165.0,0.64,0,B,-3.0
떡갈비,구이류,202.0,21.38,11.82,2.46,0.4,1.1,404.0,4.29,0,C,0.0
떡강정,튀김류,227.83,4.75,5.15,38.33,3.61,0.98,369.0,1.3,0,C,0.0
떡국,면 및 만두류,85.33,2.9,1.08,16.3,0.15,0.56,223.47,0.33,0,C,0.0
떡만두국,면 및 만두류,79.18,2.82,1.74,13.13,0.19,1.14,195.64,0.51,0,C,-1.0
떡볶이,볶음류,144.5,3.58,1.83,26.2,4.21,1.0,345.0,0.5,1,B,-2.0
떡산적,전·적 및 부침류,181.25,8.25,7.1,21.23,2.97,1.75,422.25,1.76,0,B,-3.0
또띠아,빵 및 과자류,244.33,12.1,9.04,28.91,4.24,2.3,508.0,3.25,0,C,-1.0
라떼,음료 및 차류,65.0,1.57,2.6,9.56,7.29,0.3,30.5,1.35,0,C,0.0
라멘,면 및 만두류,86.8,4.17,3.75,9.05,0.96,1.12,380.8,0.76,0,C,0.0
라면,면 및 만두류,95.5,2.6,3.22,13.82,0.08,0.95,274.0,1.36,0,C,0.0
라볶이,볶음류,118.33,2.24,3.75,18.83,1.25,1.33,196.67,1.35,1,B,-2.0
라조기,튀김류,187.0,10.33,5.7,13.12,1.4,1.4,281.0,0.96,0,B,-4.0
런천미트구이,구이류,303.0,21.6,19.1,11.08,1.3,0.0,1087.0,5.58,0,E,9.0
레몬차,음료 및 차류,41.0,0.05,0.0,10.14,8.59,0.3,7.0,0.0,0,C,0.0
레몬청차,음료 및 차류,60.0,0.13,0.01,14.8,16.33,0.9,3.0,0.0,0,C,1.0
롤빵,빵 및 과자류,369.0,6.22,20.92,39.18,16.01,2.3,280.0,5.56,0,D,5.0
리소토/리조또,밥류,181.5,3.23,11.03,17.24,2.96,0.75,276.0,6.24,0,D,5.0
마늘빵,빵 및 과자류,368.5,7.37,13.56,51.68,13.46,4.3,429.75,5.43,0,C,1.0
마늘장아찌,장아찌·절임류,113.0,2.43,0.16,25.36,15.03,2.9,1127.0,0.04,0,D,8.0
마늘장아찌무침,생채·무침류,99.0,1.88,0.7,21.85,11.66,2.4,805.0,0.12,5,C,0.0
마늘쫑무침,생채·무침류,71.5,2.35,1.17,13.66,6.9,3.9,297.0,0.22,5,A,-8.0
마늘쫑볶음,볶음류,73.0,3.5,2.78,6.25,2.25,1.8,428.0,0.42,1,B,-2.0
마늘쫑장아찌,장아찌·절임류,110.0,2.0,1.0,21.0,11.2,5.0,1415.0,0.04,0,D,5.0
마늘쫑장아찌무침,생채·무침류,79.0,1.3,0.58,17.73,8.32,2.9,706.0,0.1,5,B,-2.0
마늘쫑조림,조림류,138.5,4.8,5.82,20.26,6.64,4.35,658.0,0.91,0,C,-1.0
마라탕,찌개 및 전골류,77.0,4.28,4.21,5.41,1.09,2.35,391.5,0.77,0,C,-1.0
마카로니 샐러드,생채·무침류,128.75,2.8,7.42,12.36,2.26,1.18,155.0,1.2,5,A,-7.0
마카롱,빵 및 과자류,463.4,6.78,23.35,53.43,41.21,2.4,77.2,10.48,0,E,18.0
마테차,음료 및 차류,2.0,0.06,0.04,0.28,0.11,0.3,0.0,0.0,0,C,0.0
마파두부,볶음류,134.67,8.12,8.01,7.4,2.08,2.43,309.33,1.35,1,A,-6.0
막국수,면 및 만두류,83.0,3.4,0.71,15.71,1.74,1.4,363.0,0.2,0,C,0.0
막창구이,구이류,358.0,15.34,32.73,0.4,1.36,0.2,162.0,12.11,0,D,6.0
만두,면 및 만두류,191.0,8.76,6.58,20.61,0.58,3.3,358.5,2.39,0,A,-5.0
만두국,면 및 만두류,62.22,3.21,2.34,7.11,0.34,1.87,219.0,0.82,0,B,-3.0
만두전골,찌개 및 전골류,66.0,3.14,2.15,8.45,1.14,1.4,319.0,0.55,0,C,0.0
만두탕수,면 및 만두류,89.0,2.92,3.61,11.2,1.7,1.9,163.5,0.96,0,B,-3.0
맛살전,전·적 및 부침류,217.2,9.9,7.0,27.66,3.2,0.7,904.4,1.27,0,D,4.0
망둥어찌개,찌개 및 전골류,44.0,5.9,0.85,3.4,1.08,1.0,483.0,0.13,0,C,0.0
망둥어찜,찜류,52.0,8.5,0.7,2.96,0.68,1.2,202.0,0.12,0,A,-5.0
매생이국,국 및 탕류,24.0,2.0,0.56,2.68,0.08,1.9,284.0,0.12,0,C,-1.0
매실장아찌,장아찌·절임류,154.0,1.46,1.1,34.57,23.02,3.65,2427.0,0.06,0,E,10.0
매운 어묵볶음,볶음류,90.0,5.1,2.93,11.02,2.38,0.5,397.0,0.5,1,C,-1.0
매운탕,찌개 및 전골류,39.5,4.81,1.24,2.42,0.5,1.0,281.5,0.17,0,B,-2.0
매작과,빵 및 과자류,413.0,7.51,13.15,66.11,16.42,2.8,99.0,2.35,0,C,0.0
머위나물,나물·숙채류,28.67,1.97,1.44,2.85,0.26,1.97,545.33,0.21,5,B,-3.0
머위나물무침,나물·숙채류,85.0,1.62,7.66,2.49,0.44,2.0,452.0,0.82,5,B,-4.0
머위나물볶음,볶음류,72.0,2.33,4.67,5.07,1.2,3.5,479.0,0.53,1,C,-1.0
머위대나물무침,나물·숙채류,58.0,3.96,2.56,4.76,0.34,1.5,363.0,0.32,5,A,-5.0
머핀,빵 및 과자류,472.31,6.55,24.28,55.07,32.55,1.1,385.06,8.93,0,E,19.0
메기 매운탕,찌개 및 전골류,59.0,4.0,1.46,7.39,0.69,1.0,264.0,0.42,0,B,-2.0
메기찜,찜류,71.0,7.3,2.33,5.37,0.77,1.4,150.0,0.6,0,A,-5.0
메밀국수,면 및 만두류,63.0,3.14,0.29,12.06,1.03,0.8,194.0,0.12,0,C,0.0
메밀묵 무침,생채·무침류,65.0,1.6,1.27,12.05,1.46,1.8,249.0,0.21,5,A,-7.0
메밀묵국,국 및 탕류,63.0,1.55,1.25,11.64,1.41,1.75,240.0,0.2,0,C,0.0
메밀소바,면 및 만두류,116.0,4.08,2.27,19.7,2.25,1.0,282.0,0.52,0,C,-1.0
메밀전,전·적 및 부침류,161.0,4.02,0.64,34.79,0.3,3.0,145.0,0.26,0,A,-5.0
메추리알 돼지고기장조림,조림류,127.25,12.85,5.78,4.86,1.54,0.28,348.0,1.99,0,B,-3.0
메추리알 어묵조림,조림류,179.67,10.63,7.25,17.62,8.23,0.67,917.0,1.81,0,D,4.0
메추리알장조림,조림류,137.5,10.12,6.33,8.1,2.2,0.4,813.0,2.02,0,D,4.0
멕시컨샐러드,생채·무침류,102.33,4.7,7.31,4.78,2.77,0.97,308.33,1.72,5,A,-6.0
멘보샤,튀김류,258.5,9.41,21.6,17.96,1.35,2.1,715.5,4.04,0,C,2.0
멸치 미역국,국 및 탕류,9.0,1.1,0.38,0.71,0.14,0.4,375.0,0.07,0,C,3.0
멸치볶음,볶음류,172.0,14.9,10.4,7.46,2.31,1.1,769.0,1.36,1,C,0.0
멸치볶음(멸치만),볶음류,114.0,14.9,3.41,5.15,1.72,0.2,770.0,0.62,1,C,1.0
멸치젓,젓갈류,90.0,11.4,1.6,7.4,0.6,2.6,6667.0,0.8,0,C,3.0
멸치조림,조림류,150.0,15.0,6.69,6.5,3.2,0.1,1121.0,1.2,0,D,5.0
명란젓,젓갈류,147.0,17.96,6.54,3.98,1.56,1.1,2044.0,0.72,0,D,4.0
명란찌개,찌개 및 전골류,27.0,3.1,0.58,2.74,0.84,0.7,367.0,0.08,0,C,2.0
명란찜,찜류,61.0,7.1,2.24,3.1,1.28,0.6,1130.0,0.41,0,D,6.0
명태 매운탕,찌개 및 전골류,49.0,7.1,1.03,3.15,0.79,1.5,58.0,0.16,0,A,-5.0
모닝빵,빵 및 과자류,378.2,8.56,15.51,51.35,13.39,2.4,334.8,7.78,0,D,4.0
모듬 김밥,밥류,113.0,4.2,2.75,17.49,0.7,1.3,184.0,0.69,0,B,-2.0
모듬 초밥,밥류,188.5,9.9,3.04,28.78,2.38,0.55,369.5,0.88,0,B,-2.0
모듬 콩조림,조림류,181.0,11.1,9.11,15.38,3.85,5.5,321.0,1.55,0,A,-8.0
모듬배추나물,나물·숙채류,32.0,1.7,1.27,4.0,1.36,2.15,296.0,0.2,5,A,-6.0
모듬버섯볶음,볶음류,69.0,3.0,4.56,6.82,2.0,2.6,430.0,0.75,1,C,-1.0
모듬찰떡,빵 및 과자류,225.5,6.54,3.28,42.43,3.05,4.05,195.5,0.46,0,A,-7.0
모듬채소전,전·적 및 부침류,154.0,3.4,5.65,21.32,1.21,1.6,173.0,0.91,0,B,-3.0
모듬채소전골,찌개 및 전골류,20.0,1.8,0.6,2.1,0.61,0.9,145.0,0.14,0,B,-2.0
모듬회,수·조·어·육류,133.0,22.5,2.31,5.15,2.44,0.3,493.0,0.44,0,C,-1.0
모밀국수,면 및 만두류,123.0,4.53,0.42,24.91,1.85,1.62,359.0,0.12,0,C,-1.0
모싯잎송편,빵 및 과자류,190.0,5.65,0.66,40.29,2.65,4.03,262.0,0.24,0,A,-6.0
모카빵,빵 및 과자류,339.0,8.55,8.05,57.96,12.53,3.6,354.0,3.76,0,B,-4.0
몸국,국 및 탕류,22.0,2.9,0.65,1.54,0.4,1.0,119.0,0.21,0,B,-2.0
무 된장국,국 및 탕류,17.5,1.45,0.4,2.1,0.7,0.77,238.25,0.08,0,C,1.0
무 북어국,국 및 탕류,24.75,3.68,0.65,1.02,0.36,0.3,162.0,0.16,0,B,-2.0
무 어묵조림,조림류,110.5,6.3,3.06,14.75,4.28,0.7,622.5,0.54,0,C,2.0
무 파래무침,생채·무침류,23.0,1.1,0.38,4.86,2.62,1.2,221.0,0.07,5,A,-5.0
무국,국 및 탕류,24.0,1.9,1.0,1.63,0.44,0.4,177.0,0.09,0,C,-1.0
무국물,국 및 탕류,3.0,0.16,0.0,0.55,0.36,0.0,2.0,0.0,0,C,0.0
무나물,나물·숙채류,29.75,0.6,1.66,3.3,1.27,0.88,408.0,0.24,5,B,-2.0
무나물무침,나물·숙채류,21.0,0.62,0.46,3.64,3.3,1.6,352.0,0.04,5,B,-4.0
무말랭이무침,생채·무침류,124.0,3.3,1.2,21.13,6.5,6.4,317.0,0.21,5,A,-10.0
무말랭이장아찌,장아찌·절임류,117.0,4.1,3.23,18.34,6.61,6.8,1287.0,0.51,0,C,3.0
무밥,밥류,177.0,3.7,1.06,36.68,0.79,1.3,198.0,0.21,0,B,-2.0
무생채,생채·무침류,40.67,1.62,0.84,7.32,3.82,2.09,494.47,0.13,5,B,-4.0
무생채(무만),생채·무침류,30.0,1.03,0.56,5.77,2.57,1.8,249.0,0.09,5,A,-6.0
무숙장아찌,장아찌·절임류,93.0,3.7,6.44,4.78,2.36,1.0,1391.0,2.07,0,D,8.0
무장아찌,장아찌·절임류,98.0,1.98,3.36,15.5,8.53,2.4,1646.0,0.48,0,D,7.0
무조림,조림류,47.6,2.45,1.06,7.76,2.87,2.1,1023.8,0.17,0,D,7.0
무지개떡,빵 및 과자류,229.0,3.53,0.31,53.01,8.99,0.2,277.0,0.16,0,C,0.0
무짠지,장아찌·절임류,11.0,0.54,0.12,1.98,1.58,2.6,2382.0,0.02,0,D,8.0
무청나물,나물·숙채류,80.0,2.8,5.44,6.04,0.32,3.2,367.0,0.81,5,A,-6.0
무초절임(치킨무),장아찌·절임류,17.0,0.52,0.3,3.05,1.75,1.5,189.0,0.02,0,C,0.0
묵국,국 및 탕류,22.0,1.0,0.4,3.57,0.28,0.8,238.0,0.03,0,C,1.0
묵말이,국 및 탕류,36.0,0.52,0.65,6.9,0.48,1.1,247.0,0.09,0,C,0.0
묵무침,생채·무침류,60.0,0.93,2.08,10.38,0.72,1.6,290.0,0.32,5,B,-4.0
묵밥,밥류,69.25,2.34,0.71,13.14,0.76,1.08,123.75,0.18,0,B,-2.0
문어무침,생채·무침류,66.5,7.6,2.07,5.12,1.68,1.45,342.5,0.3,5,A,-8.0
문어볶음,볶음류,77.5,8.44,1.82,7.08,4.54,1.5,363.5,0.3,1,B,-4.0
물김치,김치류,5.0,0.31,0.08,0.75,0.35,0.4,237.0,0.01,5,B,-4.0
물냉면,면 및 만두류,88.33,4.23,0.85,15.45,0.81,1.07,358.67,0.26,0,C,-1.0
물만두,면 및 만두류,96.25,6.5,2.44,12.42,0.06,1.3,95.25,0.46,0,A,-5.0
물회,생채·무침류,65.67,5.13,1.81,7.16,3.82,1.7,336.67,0.28,5,A,-7.0
미꾸라지튀김,튀김류,387.0,10.89,25.39,28.85,0.3,3.5,324.0,3.89,0,C,-1.0
미나리 초무침,생채·무침류,46.33,1.97,1.33,8.22,4.33,3.2,541.67,0.22,5,B,-4.0
미나리나물,나물·숙채류,25.0,1.2,0.78,3.83,1.31,1.9,160.5,0.12,5,A,-7.0
미나리무침,생채·무침류,20.0,0.95,0.68,3.56,1.96,1.5,140.5,0.1,5,A,-6.0
미나리전,전·적 및 부침류,151.0,3.49,5.08,22.82,1.16,2.5,166.0,0.82,0,B,-4.0
미더덕찜,찜류,77.0,7.7,1.82,8.05,1.18,1.2,391.0,0.29,0,B,-2.0
미소된장국,국 및 탕류,20.6,1.58,0.87,1.86,0.38,0.84,282.0,0.12,0,C,2.0
미숫가루,음료 및 차류,70.0,2.08,2.27,10.42,8.36,2.2,24.0,0.36,0,B,-3.0
미숫가루(선식)음료,음료 및 차류,128.0,2.9,1.1,27.73,12.67,2.6,1.0,0.22,0,B,-2.0
미역 된장국,국 및 탕류,13.5,1.2,0.5,1.62,0.28,1.0,295.5,0.09,0,C,1.0
미역 오이무침,생채·무침류,59.67,1.83,1.29,13.14,6.8,2.83,843.33,0.21,5,C,-1.0
미역국,국 및 탕류,11.0,1.45,0.46,0.88,0.01,0.7,279.0,0.06,0,C,2.0
미역냉국,국 및 탕류,11.0,0.5,0.11,2.7,1.85,0.7,290.0,0.02,0,C,2.0
미역줄기볶음,볶음류,51.0,1.03,4.13,3.65,0.58,3.0,648.0,0.63,1,C,2.0
미역초무침,생채·무침류,35.0,1.48,0.71,6.85,3.32,2.9,452.0,0.13,5,B,-4.0
미역튀각,튀김류,403.0,13.82,32.06,24.72,7.31,27.15,4605.0,5.07,0,D,8.0
미음,죽 및 스프류,19.0,0.3,0.1,4.6,0.13,0.0,0.0,0.02,0,C,0.0
미트 스파게티,면 및 만두류,109.0,4.3,1.92,18.58,2.82,1.4,136.0,0.49,0,B,-3.0
미트볼조림,조림류,148.83,7.44,7.68,13.14,6.32,6.02,373.67,2.31,0,A,-5.0
민들레무침,나물·숙채류,27.0,1.2,0.72,4.56,1.61,1.6,244.0,0.1,5,A,-5.0
민들레잎무침,생채·무침류,81.0,2.69,2.33,12.32,8.16,5.0,248.0,0.21,5,A,-10.0
민어 매운탕,찌개 및 전골류,35.0,4.5,0.79,2.98,0.92,1.0,140.0,0.15,0,B,-3.0
민어구이,구이류,106.0,12.6,5.53,0.38,0.13,0.0,703.0,0.89,0,C,1.0
밀면,면 및 만두류,71.0,2.46,0.5,14.19,3.68,1.3,303.0,0.15,0,C,0.0
밀크쉐이크,유제품류 및 빙과류,113.0,2.43,3.88,17.01,16.57,0.3,51.0,1.65,0,C,1.0
밀크티,음료 및 차류,76.0,1.23,2.64,9.61,7.32,0.85,18.0,2.11,0,C,1.0
밀크티/버블티,음료 및 차류,65.15,1.61,2.14,10.13,8.87,0.3,29.19,1.14,0,C,-1.0
밀푀유나베,찌개 및 전골류,44.75,3.69,1.74,3.52,1.87,1.1,305.0,0.28,0,C,-1.0
바게트,빵 및 과자류,315.5,7.82,8.57,46.08,5.73,2.3,516.5,3.12,0,C,0.0
바지락 된장국,국 및 탕류,16.0,1.6,0.35,1.78,0.41,0.8,130.0,0.06,0,C,-1.0
